Gene,ds_1_1,ds_1_2,ds_1_3,ds_2_1,ds_2_2,ds_2_3,ds_3_1,ds_3_2,ds_3_3,ds_4_1,ds_4_2,ds_4_3,ds_5_1,ds_5_2,ds_5_3,ds_6_1,ds_6_2,ds_6_3,ds_7_1,ds_7_2,ds_7_3,ds_8_1,ds_8_2,ds_8_3,ds_9_1,ds_9_2,ds_9_3,ds_10_1,ds_10_2,ds_10_3,ds_11_1,ds_11_2,ds_11_3,ds_12_1,ds_12_2,ds_12_3
Gene_00662,29.256070417474156,29.426490132630455,28.96582669452288,28.10611680171769,28.228059208282577,27.560454939408036,24.34102271745006,24.149961195465302,24.462725643931567,18.80593862070499,18.67073305454566,19.022728743186036,14.39174847265155,14.41482098258451,14.175365556424502,11.955784562466532,12.039927517166046,12.213361579102424,13.235204736080279,12.961614899050629,13.343730961748847,17.1652509071916,17.14478748957847,16.932499236000034,22.526151902428083,22.525562807098094,22.327100419870053,26.883241039858415,26.709846498942035,26.387308640748536,28.843452420168617,29.014270305764306,28.829511412347173,28.101811547174623,28.2049662211363,28.007280669136787
Gene_00663,30.562215468293967,30.20131409858706,30.30612900631891,28.698796668750614,29.041082231170908,28.665694551602932,34.35205010726785,33.8319666403145,34.28395167219427,42.41790311359778,43.524436651155035,42.75651693386148,46.802436901762384,47.372028491217975,48.08246302687061,45.04453784235313,44.696720141064496,43.43459257133368,35.713843867776696,35.707331903119574,35.84878489420596,29.235948040673854,29.42820452839426,29.247577265473993,29.60016081574895,29.421120531840774,29.30096515600869,36.45659485561219,37.07354189122562,36.940887949291756,44.52457922647021,44.78498569155058,43.330658112256096,47.69029632456999,46.72128883274915,47.42960953472596
Gene_00664,28.939325375318024,29.54792242340653,29.262020469909157,27.13229146616978,27.87125276575054,27.505501401498247,27.604263223313648,27.590861721860456,27.82990831112972,28.81870838030717,28.90661303879384,28.46635436248775,30.71853544621242,30.942695088477247,30.547722000049987,32.68208779752146,32.807556783645836,33.275623036201935,34.540480781796255,33.940539962415166,33.51079689636639,33.742975341696884,33.31776784525532,33.614653296373994,32.4047288359467,32.086042358670305,32.03891991790016,30.893479707626017,29.556558036135854,30.319607930865654,28.56387969905307,28.52913247752777,28.568819646029695,27.20294635439649,27.446020022124394,26.968586272760664
Gene_00665,22.815496530339942,22.477410087837395,22.838101333883362,25.450494274409014,25.3486390941071,25.47586206483788,28.99575867551853,29.11551282771116,28.78388393683042,26.740121269605496,26.841921057498766,26.74027686696604,23.251068096000974,22.82376033578036,23.081318949718092,24.241195975207976,23.897520003281215,24.077665443018166,28.300576374041995,28.245555690941092,28.505662747352787,27.751488956181632,27.981794033030415,27.732564824739473,23.2980452452472,23.16594465911978,24.147340261056144,23.502076657358742,23.120706505470245,23.35592971722357,26.990088900226784,27.377817898527386,28.00763772294498,28.27236985229714,28.60503346654252,28.27476240786628
Gene_00666,41.67635873772517,41.19799871772947,41.07883911299877,33.868754320962154,34.225355412445765,33.769916073839205,26.68494696681407,27.217694365672354,26.662890557976535,24.15182020704948,24.389843534955734,24.112171598158213,28.515696111733515,27.819799691626027,28.37056843344675,35.338479522250445,35.17866359636424,35.7421423302716,41.79484900404187,42.56150409336858,42.281610828081526,43.277845110757646,42.69035408048448,42.089726911626535,37.32017257266147,36.998666584350815,37.67731214778806,29.81109136042497,28.789693804983397,29.333632736341333,24.497530986949734,24.88700540778216,25.006460435965984,25.88944105945184,25.85030773483661,25.73224618369156
Gene_00667,35.049990014797764,35.51629653171115,35.88897536985372,32.97785547752833,32.534614144315405,32.44040090317013,33.24883169243592,33.05385318418779,33.50368697268636,36.72482704918318,37.52891090756755,36.32891459405217,37.83625080164467,37.93155976617272,37.91089839326803,35.27057247295772,35.714800768651635,35.866706585701486,32.25775100974081,32.56485493451518,32.15725180919561,32.66368563773371,33.10007626811104,33.35865894039528,36.24230677922786,36.804881097777404,36.69740988086991,39.046521975323834,38.57653820905276,38.535676183763265,35.44028984343294,35.195933740280715,35.68517220005302,33.00626647139667,32.348363695662634,32.938261848232436
Gene_00668,32.831777190126665,32.58188429248594,33.014972787942874,31.463296361423442,31.645578623847737,31.56783080420092,33.42342108807305,33.66399110859984,32.878547742265106,36.928468137711796,38.21532671412122,38.12404653896308,42.47089699019168,42.55105814767103,41.77012693037065,44.94594063178864,45.36228111748216,44.62974834453224,45.48161428196534,45.07453296891547,45.92363608707417,43.84261588198591,42.80276059146107,43.517348821619045,38.27093684501991,39.476611076612706,38.48349705568807,34.39260063065284,34.80616883753864,34.287222161182264,31.5872673281882,32.2928071833274,31.37510404327377,31.688108887673447,32.715994131127346,32.49215328021663
Gene_00669,37.865704005944224,37.24994957111122,38.22782275875015,33.024017448416956,32.89377013597544,33.2951179109245,28.68528635512664,28.601634584413137,28.39152839828534,25.602684679639452,25.690731253224868,25.467943060010796,26.949337849628606,26.325029689275166,26.266094940866406,30.674938841949018,30.081165973497118,30.15902129049087,35.56990999130059,34.920912731269404,35.38216412753021,38.63083012326398,38.43820803964121,39.811798072772554,39.58941460339112,39.15523377115116,39.88025232266649,36.14319448032992,37.08330456816695,36.31238482510004,31.905276658247328,31.715515715589707,31.527863597919083,27.638036486555002,26.939627779867916,27.262379703046204
Gene_00670,28.29637048564402,28.41101077519594,28.502804944993137,34.731227202770796,34.11262937735684,34.23211590211316,41.55930311513035,40.550562254594944,40.41610446652272,36.907667736822,35.714083628318626,36.56472324229542,28.406689511813056,28.423759728362505,28.357388459047232,32.052332667410745,32.112585729018804,31.72974062233482,41.23692029881895,40.28155494408711,40.30410248689108,38.630943379509986,38.926501701545085,38.551805301381265,30.221890425471162,29.712689342425357,29.897794207471122,29.39387682456928,29.32459441378317,29.37066071278943,37.97920256562903,37.78321219779176,38.04206495403926,40.415491227654776,40.526824727714434,41.38628281158014
Gene_00671,20.912040207682146,20.907758206507076,20.996291901113338,21.276821866564465,21.567455333047402,21.333985119433333,22.324053209353828,22.83395807886976,22.536541734137764,23.321803147342187,23.432640575653814,22.990752653321778,24.393838220898704,24.943744380516982,24.289880854607325,25.02200702237908,25.460326450792365,25.344269660399448,25.412008149949223,25.958732491736814,25.444176244077184,26.250506656838844,25.83971241490037,25.188975012477755,24.86356299200355,25.354264636894094,24.572406360964724,24.707989186087428,24.51411935415966,24.2268126695756,23.23366061018457,23.260334415346566,23.302119573326173,22.406426958885852,22.08118256631445,22.16575888683989
Gene_00672,37.11459799595195,37.400917967551464,36.95297306495793,37.13021100024607,37.50659860480623,37.62733980992776,38.38068559256935,38.40523431891194,39.39199061083364,39.10472641348824,39.21872400727344,39.82835579972348,40.332264422838264,40.83166320180901,40.92089452813663,40.79533163584566,40.90864266092492,41.55795426540203,41.819968763216266,42.20533026144477,42.134111677349395,42.80318657825013,41.777405281534456,42.31859237660557,42.691842030025164,42.08904344241424,42.68348562547566,42.28411839366258,42.479447000786244,41.73266942180908,41.44233466576588,41.88669936982385,41.8379336315857,40.3958596812366,40.348493807455824,40.59016204827635
Gene_00673,36.39349708873702,35.82106569290847,35.859758904510414,33.139494324208215,33.38170143116357,33.049213794426834,28.91369038957297,29.44649100273758,29.56717256380841,26.1389175663253,26.169644520709067,25.709458610931378,25.43761472333777,25.190689825619366,25.732835649335424,27.452565103474008,26.942368796864375,27.048432587007895,31.02693654833161,31.24925615215243,30.997794902450057,35.2082979474493,34.74118082556981,34.707651305545205,36.0774878262135,36.223419425732864,35.913324276023005,34.82083210151028,34.724895104375264,34.02181879849309,31.684591014683253,31.65849369826349,31.402907620375725,27.758786323404166,27.768570164211823,27.708530935443598
Gene_00674,36.883448550755425,36.110942167221495,36.88952774124635,32.967677982653285,32.371547130656126,32.74141454975934,27.459243735172873,27.706871310909126,27.26856121972066,23.069633977942306,22.93983954048843,23.0445096602485,22.593913023696416,22.424143388194416,22.289740335163945,25.242680905603656,24.986040861378065,24.670096423939327,30.531977024603453,31.06898841854043,31.342567888973388,35.40955197894297,35.330041501898094,35.78887491873434,36.70379830228467,36.531691476948744,36.41853161653448,34.913152115330035,34.55189000716263,34.086872259504894,28.737528408607456,29.460100165115573,29.040735121364737,24.150599381591398,24.163364424719447,24.129245381488328
Gene_00675,24.133430403800183,23.998172837219258,23.57427631130627,24.251499982938306,24.136063657417566,24.26300454373979,21.096440788485236,21.47065975538068,21.473719188307637,16.83009832077696,17.161344680694665,16.577058438148786,15.07506246815487,14.996519774708416,15.210787237114445,17.962874167008575,17.313031354186403,17.437277081626338,21.72769888842095,22.12011522630115,22.11884364669032,24.840132380772047,25.20963745737456,24.996138949341546,23.466123892034016,23.55010085080564,23.616554221325814,19.546258260125388,19.263812794518902,19.479098643440842,15.950883388975498,15.53333434565776,15.930915945587193,15.815217267839522,15.758998646671861,15.743906325786785
Gene_00676,30.876002914815793,31.552053077143494,31.27576315142697,27.17625807017403,27.260157262796277,27.58598130155047,24.400575827712952,24.84642739808932,24.845983973398145,28.09470443456981,28.193506239627087,27.58494344388801,31.067273422298776,30.963937877776807,30.78773292569898,29.475568473775336,29.774792761013902,28.76693884586292,25.54596120727076,25.18566343740511,25.785414309658766,26.162363162796318,25.749951826591065,26.174947584291395,29.658877724399044,29.928799990103595,29.92962374125064,31.079461141906517,30.358612934672248,30.64921695094372,27.301803286283658,26.628509497747544,27.470419574666472,24.911592541077905,25.003285733754005,25.090926380558567
Gene_00677,22.761789495847008,22.96344275438614,22.773987538567898,21.803813835647528,22.33104497458099,22.420501088009996,23.359713050815536,23.08286531449952,23.568841744040352,24.991849150110355,25.256769457638246,25.251052479308658,26.94193136100993,26.42018229026816,26.71881941828237,27.43844848179255,27.4881360140592,27.42716166642634,26.325007069636037,26.48851936386012,26.596565409359666,24.960705268747972,25.300001799546965,25.280049009840265,23.988325123460196,23.46762993544234,23.452149306500385,22.334592735187314,22.291745450443223,22.403170422968497,22.871966105084176,22.651988693665597,22.58465916197197,24.242145650204435,23.785328520452648,23.504022364531615
Gene_00678,34.49654863285795,34.145301261761,34.1320207790301,33.02935192952275,33.58566741649038,33.26221970439502,31.05119407342257,31.063172319869373,31.13377188622123,29.299492467837847,29.121839804605244,29.20750049572955,28.513325148082195,28.022901641007785,27.89473202494539,28.275124067608946,28.8308413410024,29.005531163160626,30.9227184052911,31.144511334708987,30.89034639592808,33.17940349079588,33.8222002582602,33.00379447198921,34.2083570324786,34.480088578651745,34.421093960345694,34.108870699549314,33.511357745705105,34.256130029951365,31.987237078916674,31.801065221538977,31.74181565188627,29.115111968778614,29.76434369969995,29.906154445240492
Gene_00679,17.3904495247357,17.412127756592614,17.52264372457045,17.465876760163486,17.74527193842773,17.280480110005605,19.062256154817536,18.754086074032507,19.292044151759573,21.328045189979854,21.514436874507535,21.75428025530804,24.759264826840866,23.96338783611953,24.219213149466643,25.79101038923213,26.3138416622777,26.331971435593854,27.409582780447618,27.757707786888982,27.129515225640922,26.595132096518306,26.51500067606703,26.61455586280206,24.275308849983404,24.352992843769265,24.267503352001395,21.448949352915054,22.082460595992938,21.324859818063764,19.20521098238687,19.15350914863585,19.16492510924327,17.759216681149688,17.352449628274478,17.44069563295905
Gene_00680,28.892450809145366,28.426739123149343,29.13273348410121,20.189806091991176,20.687871730134155,19.944995696955147,23.582567177210787,24.18989227787664,23.24488968346552,32.61570459059495,32.27557867204051,32.63732590337725,31.203017711604048,31.7474635273722,31.68093830151076,22.085199014962157,21.61735839317624,21.43399013954099,21.596130657653916,21.2776940849679,21.19064053756644,30.64740273615101,30.972346597403337,30.263528357217382,32.48082962381371,33.143373561615086,33.04074925500647,24.035703561437725,23.90924728684838,24.155863376566916,19.94856547479288,20.07366477634114,20.045780281116386,28.47469515358641,28.03990754052643,28.560393603427723
Gene_00681,20.92907386285389,20.816450247241676,21.293438083783652,22.947371547768263,22.946455832805064,22.764678990655952,35.54649346315121,35.448635224631225,35.46233708958949,36.075155925165795,35.74130273045779,35.66615523358212,23.09855282287901,22.679406514799982,23.29079939636501,21.1288642308079,21.133357542256757,21.134976177041754,32.57048510419821,33.0747042129513,33.24603177042372,37.07801767895637,37.499272684188924,36.529234742049496,25.64390173088054,25.410099722743162,25.51842919237496,19.928019542740564,19.82053282480644,19.487157869013085,30.337896997489196,31.072909460370827,30.708904327142307,37.92486859867672,38.29745591139484,38.46315717887183
Gene_00682,33.690373376881446,33.25483555512993,33.238490338745265,25.94812912456725,26.352892503336616,26.349145767486736,19.88109550422032,19.839871765255328,19.804132650209283,21.1511771683444,21.077695969100496,21.117375349992308,29.025260463497286,28.837404011473982,28.71777673739968,34.22900909061368,34.711536548685906,34.682718013087786,33.15760858917067,32.31637779245242,33.01642005612414,25.075943245613214,24.9227949393403,24.65496946991076,19.31079135602168,19.652867996549652,19.672215550811124,21.93877594723213,22.28126552823833,21.915003193771188,29.834574934224054,29.70843498559203,30.410454256727554,35.15506719476016,34.82643285031108,34.96137143044815
Gene_00683,32.040864042243044,32.645255175513626,32.487718355355085,31.35448675594981,32.18462655141852,31.55504554876507,37.3699095656515,37.393134370666715,36.54905149401439,43.64854591434135,44.37636027286717,44.66605822424991,47.62450342509739,48.48294608114213,47.58575326414189,45.27214446249845,45.508782279668665,45.68781404850127,38.259671873849854,39.03980916808119,37.86490009097205,32.35568922494651,33.05467797685314,32.76338470563028,31.508100670903936,31.910241427934807,31.95754202799677,36.65520213020681,36.218746628558776,37.00211848514509,44.575018902038224,44.04383077803196,44.432367583129526,48.076874017164776,49.003239523346245,47.61237085444031
Gene_00684,24.912532794757745,24.76338223924889,24.775277917000178,25.676991602662962,25.081749099001964,25.47781475486977,26.799893383678217,26.99214993300997,26.920388047948535,28.020226056883658,27.532468453399726,28.07295368706248,29.210331773747377,29.32247753298459,29.56805221937129,30.086450669116306,30.507259317354716,30.04890331867519,31.218492149423724,31.43988228341281,31.187214295293575,32.529423756727645,31.992240110522687,31.830877687858248,32.26456532286839,32.700947941453954,32.401105808752185,31.827486581263976,32.53877476571254,32.723450566748866,32.20260683936519,32.34773832506497,32.067323804164054,31.217131764425194,30.935897982181523,31.295396802235008
Gene_00685,25.21835584390778,25.272193202638924,24.971504224487006,24.048376915730273,24.594774236388556,24.251572114850042,23.913970917270657,24.650949145804912,24.180964118893538,25.19106429242825,24.87573975192703,25.216146154159564,26.5676944476985,26.960459429805233,26.76815903848689,28.161456328288036,28.021929988604963,28.23194624730715,28.76786716390733,29.013494877254995,28.574438157462144,29.682343260009805,29.252586011032164,28.820900413597634,28.382101013932648,28.364900683714414,28.31406041613592,26.635827589285366,27.39462864355649,26.99424631382652,25.34092177405035,25.604924647614915,25.71828381139425,24.28672468661394,24.218913958275955,24.491321980918485
Gene_00686,45.88262511279126,44.91800488363862,45.28836233024252,39.790317475257126,39.40916723999335,39.68202173595294,30.74688782835101,31.371662795268527,30.539331121426294,30.76617077636268,30.867005716821957,30.72492230043341,38.86748924173311,39.51290835476546,39.29819192671127,45.391974505076256,45.00784607313929,46.166841885255415,40.916847134080456,40.635933640067535,41.089478413881345,32.39360488568064,32.21127752388123,32.39848993452678,30.806082652241006,30.77691096735286,30.19274221796322,37.796362059928704,38.58526887231257,38.027222394969584,44.51835060590059,45.23167299432148,44.65292304695039,41.93906913949456,42.12936014474276,41.98059431839088
Gene_00687,18.31426213202035,18.02677620739061,18.227227906415617,24.489075141661036,24.25679676278012,23.895857579345353,28.96621806122942,29.349677957725937,29.16770011821251,25.812052473143567,26.098828778916896,26.244747085951545,19.70629011359374,19.327371216014033,19.279320152678,17.243342256320553,17.837714451293177,17.086136011000463,23.312867831168603,23.081781455052713,23.445861227095047,28.957496375081934,28.82470163172936,29.002370319594352,27.13455536879904,26.55150569347086,26.66519882862675,20.244614667988113,20.503372446781114,20.111925736382915,17.227317995701387,17.219659081049077,17.487701610518165,22.056565403045692,22.330592153056035,22.371058133262505
Gene_00688,38.6284018246053,39.401225949507925,38.56618118370969,26.83541445957814,27.09453323681569,27.05582851488191,32.70357061118616,32.81662159741096,32.8447867665547,45.00294318226503,45.1622106231678,45.30292593862071,40.69199766556881,40.45750505270232,40.241389551803465,27.515091015933034,27.065737498402452,27.379726839548358,31.091317944008967,31.1675520622074,30.823653431100297,44.850186096189866,45.147949872589535,44.24293109284294,41.88353103737635,42.70094366822788,41.77221536828465,28.17346906052222,28.31235427229612,28.320219023775056,30.0074752856715,29.99337151085567,30.30179039953663,43.84840931900053,44.182597591831176,43.26952623179216
Gene_00689,34.476669549608,34.00281191466392,33.97358258503049,29.658221039327167,30.323919518020993,29.885321220286183,27.910281961289897,28.23234728479776,28.018691593482256,30.673822673185672,31.129915452398546,31.179215271750554,35.13509403285647,34.089337657523515,34.381491301553005,30.937161388924856,31.697987679808353,31.436726102070462,27.939722008757872,27.479856590444726,27.894133286997242,29.44440310716201,29.358270672082156,29.72586005563942,33.692395981725454,33.748333814019134,33.76445978858495,33.10500813756604,32.856379264840484,33.19292128380251,28.5497522957723,28.452071603427402,28.641310946076104,28.54166005577968,28.58908867448045,28.678851395284855
Gene_00690,31.126401442917427,30.881067648133044,30.753129307016135,31.384272735689528,31.729307729852188,32.004786227171735,32.17268436195051,31.80893461116508,32.23556370504382,33.16725676822321,33.75271671601613,33.27745317921208,34.23440598939336,33.633195037713776,33.845909354273104,34.33978236851515,34.201597017378916,34.70961038790607,34.83472612955543,34.64796832132368,34.860188801666304,34.23095677628474,34.283421036272436,34.858888664971815,34.58007334872951,34.66811354250646,33.95983443859019,33.5566473065486,33.211455746690156,32.70461043767455,32.359436246707006,32.399490130682885,32.732561780165106,31.55237189107369,31.524666840341958,31.511130552301882
Gene_00691,24.24488671411046,24.305152166393132,24.077716633951525,17.349512319849975,17.398364335043876,17.570581172713098,14.084574006852336,13.606909115513814,14.018665109509588,17.993591123185663,18.01168526432196,18.078955133132748,24.5448131384776,24.636033448994898,24.19464798006085,25.746430283625855,25.633458328764505,25.966674090835365,19.800986958994415,19.8234397579908,19.732837929345433,14.38487191370917,14.211015090495229,14.23723413976213,15.786370692727019,15.81611505171791,15.76762479843863,22.807941979533588,22.77521604570318,22.642490924705257,25.991414656657874,26.484499611056748,26.288535157439007,22.1057219548237,22.203654372112208,22.14438106835096
Gene_00692,38.32709133449952,37.214942053157884,37.679540593712524,34.65576407032176,34.39733939725765,34.07907330110301,27.28888266627869,27.91017047773181,27.038732775440284,30.374502603168956,30.58375041168059,30.531534711866634,37.820631231687486,38.40495176236749,38.054134846527454,34.563188282449474,34.69576718616743,34.96572436835874,27.5049208669522,26.934273181968205,27.33480252209324,31.288714805670594,30.4516235409804,30.16728281214484,38.02468639438607,38.27804840652208,38.318648735491486,35.32520889813084,35.24840198852569,34.96532410262498,27.53335614131289,27.35551232753141,27.303767040083756,30.50107919505691,30.3460355135833,30.572689480734834
Gene_00693,47.68415443410372,47.71683170205789,48.576567309326336,43.78518906103065,44.31703895363023,44.50868963369437,37.57261224725318,37.67083583721109,37.93759040538787,32.54439806695356,31.903732945093584,32.45378262233951,31.35763084576094,31.262372311063015,31.252001103575257,35.32774492562586,34.816737283903144,34.72916230708308,42.15576601680926,41.72274540541096,41.83520506192982,46.71217644824474,46.35194804771467,47.05190505172061,48.682086595336955,48.494619918905634,48.596055076309675,44.75484800392874,44.888065141002386,44.709686280451535,38.5264152547017,38.89988473443618,38.50382435015518,32.909212472872575,32.50346902852162,32.149529963883644
Gene_00694,22.86960356363751,23.186422063689857,23.304231086988253,19.646378006043495,19.346627368774733,19.96516094497481,16.739537326732478,16.740584654579205,16.59008315180747,17.330736252434455,17.286317567191585,17.170562953811903,20.87128793595901,20.446705323596095,20.752564548571996,23.45401013174552,23.64024252542918,22.758993218599542,22.843962672444945,22.361790014126615,22.72211736014807,18.959980624111815,19.02608721636347,18.920300994879945,16.571816226354485,16.539089158547895,16.319330119195342,17.575033862852994,17.721466779715023,17.716735939245886,21.66566707942854,21.238765250943406,21.434226884689966,23.560653448301014,23.80117610422469,23.697640099410094
Gene_00695,29.29326200419014,29.319360712285068,29.270395581701248,31.108631820099326,30.97079849631725,31.163619507502055,33.83657756430738,33.815224193820626,33.41241737071,35.24477911017944,36.18170145352142,34.94244089872589,33.81448921131474,34.746632374465605,34.58039484365985,31.960199658826355,31.872970633270207,32.3965123627481,29.210241380005687,29.17901703303259,29.332067155783797,29.39809656528904,29.431217854502066,29.03113051978057,30.375156353890517,30.210047457816387,30.999567381216824,33.1433063800923,33.32515559666061,33.684073784361516,35.27257808678695,35.51683844640852,35.634560566314505,35.113490845012926,35.25843715316053,34.894173660043435
Gene_00696,32.712064173917796,32.652926419061195,32.205268305406896,29.37606064781818,29.67815959442207,29.822890560267346,26.077669201611076,26.10332867466893,26.154053424378116,22.91186091693719,23.15563333609145,23.170255317146268,20.504849773627544,20.963446740075284,21.28155034678219,20.337799987019622,20.63751109128493,20.306932567007596,21.984822590696965,21.532231653283876,21.256302764110703,24.217494691573485,24.163395123281944,24.285903035126772,27.596286864001797,27.55621411393582,27.89573329169129,30.755978195581203,31.072825482140107,31.25384488112304,33.60682110049174,33.533342658246234,33.3353346468502,34.10907168011222,33.3717649752785,33.76586277821482
Gene_00697,30.128175771719388,29.66976043384078,29.766363366738034,19.77804438961378,19.950929553042076,19.808502846820996,12.580600721879252,12.366054594157573,12.567694450719895,16.83151616235006,16.83663096529861,16.85753446933038,27.79322042162602,27.30715783765355,27.75196980221226,31.90860507119302,32.48309185289431,31.396777731666617,24.22931509126056,23.89738593050868,24.27473628973092,14.442031746422606,14.071784491436526,13.935641944418688,13.791039976297059,13.797795790563672,13.8302084033062,23.64353822614069,23.761011300141416,23.474833118623888,31.25904303831345,31.669930478205938,31.377039538197057,27.9415697518749,28.23503432124223,27.768943566012876
Gene_00698,22.17169304488427,22.437186343010847,22.715282022888072,25.210370425193236,25.2165798421399,25.183488944276004,31.021446541882977,30.41972042174075,30.630392453054142,27.80579269362468,27.527150449661292,27.793901745614264,22.01902618196118,22.41882010656375,22.37369847152635,25.3044868189481,25.073021152198603,25.361580591429938,30.579033822549576,31.364394095261883,30.676964561034918,27.44062127599948,27.829068672487367,27.812540819391167,22.040576511491626,22.342941409240957,22.286299356240118,25.229919062213508,25.29241662288783,25.333987728950607,30.65014337059886,30.57414146015724,31.08694534815209,27.613625589099996,27.19235729142456,27.476185015921352
Gene_00699,34.02832011485601,33.66774314797992,34.078588580878304,33.185618279989285,32.65275531047604,32.60571759513018,37.38057126870051,37.00551109309137,37.85149201594576,39.70090837983696,39.44512324808732,39.543744429076504,35.483964293439655,35.611212540512426,36.09742304876157,32.76073142983933,31.788549493410173,33.203262488754476,35.4275701529733,35.63199527902793,34.88997739985313,39.51330733240156,39.372653408844,39.22926731511523,37.35614480595657,37.31935158873602,37.20519218611922,32.84826656255224,33.10851712674965,33.16843567960063,33.28738829646059,32.98917931860773,33.241449619577935,38.04388585240351,38.49607096685252,38.80461534070877
Gene_00700,33.11016177307741,32.56036492555615,32.96498902967399,32.98981097208752,32.51144627849365,32.75044406095765,33.5443352119946,33.478240412319664,34.05505310480433,36.3291047446409,35.598873079085706,36.47875857913796,37.96353722310891,38.07266958461516,38.11429276383814,37.87600997878339,37.99555354506994,38.23157954614414,35.87467303050019,35.537149692554166,36.148525150946654,34.19768107725844,33.58031428707153,33.43507967196648,32.23028088452412,32.06890648995153,32.08679673869479,33.572507930912344,33.575100702368694,33.210802713841105,34.95182683275942,35.47779089545788,34.62889404053282,38.00995725637785,37.523464023777535,37.78605736447114
Gene_00701,33.58121902737135,33.6928776011987,33.98890703676895,36.779150842851195,36.12670087336078,36.51291522822061,40.37405650221917,39.92313855336484,39.77996265129197,42.316893100832544,42.626573314506935,42.82494960705557,45.30464823232947,44.536166134210426,44.293329258866706,46.016476619003875,44.16657572078418,44.752439417985684,43.308515929049896,43.674243781266775,43.453291570091665,41.579882185791476,40.22238903767852,40.168194690392994,37.10859713857931,37.36579107216353,37.157069675231654,34.318084992753064,33.95936351012708,33.794898396085564,32.45776118780954,32.12934051315134,32.093243817407455,31.74298621922333,31.940144583639427,32.604640014808815
Gene_00702,25.31712053414566,24.823834322112628,25.20504280436516,22.8721896934298,22.05176192553299,22.62249015144643,25.069339138352113,24.97710168310832,25.037695628953998,28.623460427908345,28.699254415330746,28.70015130854528,27.553814984133748,28.16328873255457,27.918688834485597,24.039889794146404,23.788402953754805,24.102711491380834,23.36759562651283,22.834734211860866,23.112597643482612,26.551781092989792,25.734323763293915,26.147104311380648,28.911236194788156,29.040935447986403,29.504532816170258,26.569786420813678,26.87819506949919,27.036071914648613,23.16652774139245,23.57911522191565,23.217230010588228,23.724157356603413,23.134003971533037,23.489397892154116
Gene_00703,27.021231715276027,27.348940810012937,27.452376163613128,26.630056734867082,26.763819669665526,26.58041383903085,32.39867750112236,31.937454651534516,32.983856605312596,38.61345461872778,38.41946853061293,38.94647129381703,41.13502836518876,41.861942199912896,40.62309138967515,37.434708686569664,38.12917096274879,37.5094964169366,31.0053444496225,30.172398747079416,31.07680041807673,26.61685957478071,26.420368157447175,26.187449179234513,28.077641399114942,27.688408867713562,27.956320042854692,33.67494359323421,34.36062388588629,34.2263868168977,39.867912318871504,40.187518733454375,39.81379379259022,40.113595868240736,41.342757864328696,39.733878527681924
Gene_00704,36.72857553636881,36.58051036948765,36.1589670585178,34.669035861855825,34.49621466315674,34.286218643070924,36.082520516445065,35.38168981351287,35.899208518508026,40.22963480004559,39.92865480012352,40.414351189665894,42.329394749907536,43.408690016896074,43.05089865670985,42.07699464702275,41.91911034429242,41.35160737301803,37.63721680320254,38.31078942439103,37.507646278741184,34.93566026921769,34.8721681169406,35.00122679033729,34.77538447027029,34.55505669713249,34.56555170622616,37.85579355254378,38.505496718739494,38.390294735033685,42.001048071260946,42.39234210891994,42.20506480299064,42.71093668054276,42.52860187961843,42.80779058715026
Gene_00705,29.298819090878144,29.448815540972085,29.643428453676236,22.563608872612036,22.45643593719143,23.044526321423422,20.87076937542108,20.547161744527955,20.6580839720688,27.31333126601085,27.615045327818745,27.5697476499087,30.485421139491653,30.69032391145903,31.260354648628795,24.290372222864498,25.056791844300275,24.495485564914013,20.515218838626254,20.435752747151803,20.118559266194023,25.05970256255884,25.118933076995383,24.92233822486787,30.58812954800616,30.853002767920103,31.21154046607616,26.356593602665008,26.455228269192276,26.879914306735643,20.43270167710241,20.527939997541235,20.840982889956187,22.834708292672033,23.415530300741263,23.233981481881543
Gene_00706,19.545429955934836,19.623482393918884,19.44776128947802,18.329502435217403,18.65687007735353,19.017684272317908,22.068025641474705,21.79090421395284,21.899500354930073,26.78834279495574,26.564531822947462,26.653964687236282,28.590493128852735,28.53145736277264,28.439602487696792,25.832688341106003,25.870779323071314,25.683357130727334,20.866807458094513,21.144360849768184,21.071018788783164,18.522427424266,18.533093597444445,18.306224176727966,20.28372944909781,20.32255052276289,19.902382563165673,24.614664902289803,24.42601119340734,24.81478119137671,28.228579393909012,27.928810593628548,28.5435088236723,26.94210506178446,26.92896231652253,27.246046880517333
Gene_00707,39.08805494020135,37.95866601305194,37.95482403999307,30.807402419251105,30.88260391106107,30.876544297747728,21.1034988573824,20.74813223232544,20.734717916809824,25.81628440944496,25.807728944694592,26.133123671912163,37.473184195150054,36.59212961160621,37.072166453780056,36.0629736644892,34.892903920521505,34.3008754824805,23.49763456933087,23.32633600716862,23.35247718018246,22.252213583953985,22.23209188582947,21.81681122472889,33.891835740120904,33.291542797696586,33.9755613878151,38.3230008011855,38.042857657442724,38.08183127486773,27.428220669711568,27.76585168622261,27.376727474906197,20.38684703051297,20.998635389400757,20.498756211288445
